year	gpa	school	name2
1995	3.05	Adelphi	Adelphi
1996	3.06	Adelphi	Adelphi
1997	3.1	Adelphi	Adelphi
1998	3.1	Adelphi	Adelphi
1999	3.11	Adelphi	Adelphi
2000	3.12	Adelphi	Adelphi
2001	3.16	Adelphi	Adelphi
2002	3.17	Adelphi	Adelphi
2003	3.2	Adelphi	Adelphi
2004	3.22	Adelphi	Adelphi
1991	2.59	Alabama	Alabama
1992	2.61	Alabama	Alabama
1993	2.6	Alabama	Alabama
1994	2.66	Alabama	Alabama
1995	2.66	Alabama	Alabama
1996	2.66	Alabama	Alabama
1997	2.65	Alabama	Alabama
1998	2.68	Alabama	Alabama
1999	2.64	Alabama	Alabama
2000	2.68	Alabama	Alabama
2001	2.79	Alabama	Alabama
2002	2.87	Alabama	Alabama
2003	2.98	Alabama	Alabama
2004	3.05	Alabama	Alabama
2005	2.89	Alabama	Alabama
2006	2.9	Alabama	Alabama
2003	3.22	Albion	Albion
2004	3.27	Albion	Albion
2005	3.28	Albion	Albion
2006	3.23	Albion	Albion
2007	3.24	Albion	Albion
2008	3.29	Albion	Albion
2003	2.96	Allegheny	Allegeny
2004	3	Allegheny	Allegeny
2005	3.03	Allegheny	Allegeny
1989	3.28	Amherst	Amherst
1999	3.41	Amherst	Amherst
2006	3.48	Amherst	Amherst
1968	2.39	Appalachianstate	Appalachian.State.University
1969	2.45	Appalachianstate	Appalachian.State.University
1971	2.63	Appalachianstate	Appalachian.State.University
1972	2.7	Appalachianstate	Appalachian.State.University
1973	2.7	Appalachianstate	Appalachian.State.University
1974	2.64	Appalachianstate	Appalachian.State.University
1975	2.56	Appalachianstate	Appalachian.State.University
1976	2.63	Appalachianstate	Appalachian.State.University
1977	2.62	Appalachianstate	Appalachian.State.University
1978	2.6	Appalachianstate	Appalachian.State.University
1979	2.56	Appalachianstate	Appalachian.State.University
1980	2.5	Appalachianstate	Appalachian.State.University
1981	2.5	Appalachianstate	Appalachian.State.University
1982	2.48	Appalachianstate	Appalachian.State.University
1983	2.49	Appalachianstate	Appalachian.State.University
1984	2.46	Appalachianstate	Appalachian.State.University
1985	2.45	Appalachianstate	Appalachian.State.University
1986	2.48	Appalachianstate	Appalachian.State.University
1987	2.54	Appalachianstate	Appalachian.State.University
1988	2.61	Appalachianstate	Appalachian.State.University
1989	2.68	Appalachianstate	Appalachian.State.University
1990	2.7	Appalachianstate	Appalachian.State.University
1991	2.69	Appalachianstate	Appalachian.State.University
1992	2.69	Appalachianstate	Appalachian.State.University
1993	2.73	Appalachianstate	Appalachian.State.University
1994	2.77	Appalachianstate	Appalachian.State.University
1995	2.82	Appalachianstate	Appalachian.State.University
1996	2.87	Appalachianstate	Appalachian.State.University
1997	2.86	Appalachianstate	Appalachian.State.University
1998	2.86	Appalachianstate	Appalachian.State.University
1999	2.86	Appalachianstate	Appalachian.State.University
2000	2.85	Appalachianstate	Appalachian.State.University
2001	2.9	Appalachianstate	Appalachian.State.University
2002	2.9	Appalachianstate	Appalachian.State.University
2003	2.94	Appalachianstate	Appalachian.State.University
2004	2.92	Appalachianstate	Appalachian.State.University
2005	2.91	Appalachianstate	Appalachian.State.University
2006	2.93	Appalachianstate	Appalachian.State.University
1992	2.76	Arkansas	Arkansas
1993	2.84	Arkansas	Arkansas
1994	2.85	Arkansas	Arkansas
1995	2.87	Arkansas	Arkansas
1996	2.87	Arkansas	Arkansas
1997	2.89	Arkansas	Arkansas
1998	2.89	Arkansas	Arkansas
1999	2.91	Arkansas	Arkansas
2000	2.9	Arkansas	Arkansas
2001	2.93	Arkansas	Arkansas
2002	2.92	Arkansas	Arkansas
2003	2.95	Arkansas	Arkansas
1924	2.41	auburn	Auburn.University
1934	2.05	auburn	Auburn.University
1943	2.45	auburn	Auburn.University
1954	2.37	auburn	Auburn.University
1960	2.33	auburn	Auburn.University
1970	2.63	auburn	Auburn.University
1975	2.71	auburn	Auburn.University
1976	2.74	auburn	Auburn.University
1977	2.71	auburn	Auburn.University
1978	2.71	auburn	Auburn.University
1979	2.68	auburn	Auburn.University
1980	2.65	auburn	Auburn.University
1981	2.62	auburn	Auburn.University
1982	2.63	auburn	Auburn.University
1983	2.59	auburn	Auburn.University
1984	2.62	auburn	Auburn.University
1985	2.67	auburn	Auburn.University
1986	2.64	auburn	Auburn.University
1987	2.7	auburn	Auburn.University
1988	2.69	auburn	Auburn.University
1989	2.7	auburn	Auburn.University
1990	2.79	auburn	Auburn.University
1991	2.81	auburn	Auburn.University
1992	2.78	auburn	Auburn.University
1993	2.77	auburn	Auburn.University
1994	2.77	auburn	Auburn.University
1995	2.82	auburn	Auburn.University
1996	2.81	auburn	Auburn.University
1997	2.86	auburn	Auburn.University
1998	2.84	auburn	Auburn.University
1999	2.86	auburn	Auburn.University
2000	2.69	auburn	Auburn.University
2001	2.74	auburn	Auburn.University
2002	2.74	auburn	Auburn.University
2003	2.82	auburn	Auburn.University
2004	2.8	auburn	Auburn.University
2005	2.79	auburn	Auburn.University
2006	2.75	auburn	Auburn.University
2005	2.824	Ballstate	Ball.State
2006	2.882	Ballstate	Ball.State
2007	2.879	Ballstate	Ball.State
2008	2.918	Ballstate	Ball.State
1995	3.15	Bates	Bates
2003	3.34	Bates	Bates
2006	3.36	Bates	Bates
1994	2.84	Boston	Boston
1998	3.1	Boston	Boston
2003	3.01	Boston	Boston
2004	3.04	Boston	Boston
1993	3.13	Bostoncollege	Boston.College
2000	3.26	Bostoncollege	Boston.College
2007	3.35	Bostoncollege	Boston.College
2009	3.13	Bostoncollege	Boston.College
1991	3.06	Bowdoin	Bowdoin
1992	3.14	Bowdoin	Bowdoin
1993	3.14	Bowdoin	Bowdoin
1994	3.17	Bowdoin	Bowdoin
1995	3.2	Bowdoin	Bowdoin
1996	3.19	Bowdoin	Bowdoin
1997	3.21	Bowdoin	Bowdoin
1998	3.25	Bowdoin	Bowdoin
1999	3.26	Bowdoin	Bowdoin
2000	3.29	Bowdoin	Bowdoin
2004	3.33	Bowdoin	Bowdoin
2004	2.85	Bowlinggreen	Bowling.Green
2005	2.85	Bowlinggreen	Bowling.Green
2006	2.84	Bowlinggreen	Bowling.Green
2007	2.86	Bowlinggreen	Bowling.Green
1991	3.38	Brown	Brown
1994	3.44	Brown	Brown
1997	3.48	Brown	Brown
1998	3.48	Brown	Brown
1999	3.52	Brown	Brown
2000	3.53	Brown	Brown
2001	3.54	Brown	Brown
2002	3.55	Brown	Brown
2003	3.56	Brown	Brown
2004	3.56	Brown	Brown
2005	3.59	Brown	Brown
2006	3.59	Brown	Brown
2007	3.61	Brown	Brown
1977	2.94	Bucknell	Bucknell
1978	2.94	Bucknell	Bucknell
1979	2.93	Bucknell	Bucknell
1980	2.95	Bucknell	Bucknell
1981	2.96	Bucknell	Bucknell
1982	2.95	Bucknell	Bucknell
1983	2.98	Bucknell	Bucknell
1984	3	Bucknell	Bucknell
1985	2.98	Bucknell	Bucknell
1986	2.98	Bucknell	Bucknell
1987	3.02	Bucknell	Bucknell
1988	3.03	Bucknell	Bucknell
1989	3.08	Bucknell	Bucknell
1990	3.09	Bucknell	Bucknell
1992	3.11	Bucknell	Bucknell
1993	3.14	Bucknell	Bucknell
1994	3.15	Bucknell	Bucknell
1995	3.19	Bucknell	Bucknell
1996	3.17	Bucknell	Bucknell
1997	3.19	Bucknell	Bucknell
1998	3.19	Bucknell	Bucknell
1999	3.21	Bucknell	Bucknell
2000	3.25	Bucknell	Bucknell
2001	3.3	Bucknell	Bucknell
2002	3.34	Bucknell	Bucknell
2003	3.36	Bucknell	Bucknell
2004	3.35	Bucknell	Bucknell
2005	3.38	Bucknell	Bucknell
2006	3.4	Bucknell	Bucknell
2001	3.2	Butler	Butler
2002	3.24	Butler	Butler
2003	3.21	Butler	Butler
2004	3.22	Butler	Butler
2005	3.27	Butler	Butler
2006	3.26	Butler	Butler
2007	3.25	Butler	Butler
1992	2.79	Californiacc	California.Community.College
1993	2.78	Californiacc	California.Community.College
1994	2.76	Californiacc	California.Community.College
1995	2.76	Californiacc	California.Community.College
1996	2.77	Californiacc	California.Community.College
1997	2.76	Californiacc	California.Community.College
1998	2.76	Californiacc	California.Community.College
1999	2.74	Californiacc	California.Community.College
2000	2.75	Californiacc	California.Community.College
2001	2.76	Californiacc	California.Community.College
2002	2.79	Californiacc	California.Community.College
2003	2.76	Californiacc	California.Community.College
2004	2.71	Californiacc	California.Community.College
2005	2.7	Californiacc	California.Community.College
2006	2.7	Californiacc	California.Community.College
1978	3.05	Carleton	Carleton
1979	3.04	Carleton	Carleton
1980	3.09	Carleton	Carleton
1981	3.13	Carleton	Carleton
1982	3.12	Carleton	Carleton
1983	3.09	Carleton	Carleton
1984	3.1	Carleton	Carleton
1985	3.14	Carleton	Carleton
1986	3.14	Carleton	Carleton
1987	3.15	Carleton	Carleton
1988	3.19	Carleton	Carleton
1989	3.21	Carleton	Carleton
1990	3.22	Carleton	Carleton
1991	3.24	Carleton	Carleton
1992	3.23	Carleton	Carleton
1993	3.25	Carleton	Carleton
1994	3.25	Carleton	Carleton
1995	3.28	Carleton	Carleton
1996	3.28	Carleton	Carleton
1997	3.29	Carleton	Carleton
1998	3.28	Carleton	Carleton
1999	3.26	Carleton	Carleton
2000	3.33	Carleton	Carleton
2001	3.35	Carleton	Carleton
2002	3.37	Carleton	Carleton
2003	3.38	Carleton	Carleton
2004	3.42	Carleton	Carleton
2003	3.23	Casewestern	Case.Western
2004	3.25	Casewestern	Case.Western
2005	3.25	Casewestern	Case.Western
2006	3.24	Casewestern	Case.Western
2007	3.29	Casewestern	Case.Western
2008	3.25	Casewestern	Case.Western
1976	2.73	Centralflorida	Central.Florida.University
1977	2.74	Centralflorida	Central.Florida.University
1978	2.69	Centralflorida	Central.Florida.University
1979	2.63	Centralflorida	Central.Florida.University
1980	2.63	Centralflorida	Central.Florida.University
1981	2.6	Centralflorida	Central.Florida.University
1982	2.61	Centralflorida	Central.Florida.University
1983	2.57	Centralflorida	Central.Florida.University
1984	2.61	Centralflorida	Central.Florida.University
1985	2.62	Centralflorida	Central.Florida.University
1986	2.73	Centralflorida	Central.Florida.University
1987	2.7	Centralflorida	Central.Florida.University
1988	2.75	Centralflorida	Central.Florida.University
1989	2.76	Centralflorida	Central.Florida.University
1990	2.8	Centralflorida	Central.Florida.University
1991	2.82	Centralflorida	Central.Florida.University
1992	2.84	Centralflorida	Central.Florida.University
1993	2.84	Centralflorida	Central.Florida.University
1994	2.82	Centralflorida	Central.Florida.University
1995	2.87	Centralflorida	Central.Florida.University
1996	2.86	Centralflorida	Central.Florida.University
1997	2.85	Centralflorida	Central.Florida.University
1998	2.85	Centralflorida	Central.Florida.University
1999	2.91	Centralflorida	Central.Florida.University
2002	2.98	Centralflorida	Central.Florida.University
2003	3	Centralflorida	Central.Florida.University
2004	3.01	Centralflorida	Central.Florida.University
2005	2.96	Centralflorida	Central.Florida.University
2006	2.97	Centralflorida	Central.Florida.University
2007	2.99	Centralflorida	Central.Florida.University
1977	2.77	Centralmichigan	Central.Michigan.University
1978	2.77	Centralmichigan	Central.Michigan.University
1979	2.77	Centralmichigan	Central.Michigan.University
1980	2.77	Centralmichigan	Central.Michigan.University
1981	2.75	Centralmichigan	Central.Michigan.University
1982	2.75	Centralmichigan	Central.Michigan.University
1983	2.74	Centralmichigan	Central.Michigan.University
1984	2.73	Centralmichigan	Central.Michigan.University
1985	2.72	Centralmichigan	Central.Michigan.University
1986	2.72	Centralmichigan	Central.Michigan.University
1987	2.72	Centralmichigan	Central.Michigan.University
1988	2.77	Centralmichigan	Central.Michigan.University
1989	2.78	Centralmichigan	Central.Michigan.University
1990	2.78	Centralmichigan	Central.Michigan.University
1991	2.79	Centralmichigan	Central.Michigan.University
1992	2.8	Centralmichigan	Central.Michigan.University
1993	2.78	Centralmichigan	Central.Michigan.University
1994	2.81	Centralmichigan	Central.Michigan.University
1995	2.82	Centralmichigan	Central.Michigan.University
1996	2.84	Centralmichigan	Central.Michigan.University
1997	2.88	Centralmichigan	Central.Michigan.University
1998	2.89	Centralmichigan	Central.Michigan.University
1999	2.9	Centralmichigan	Central.Michigan.University
2000	2.93	Centralmichigan	Central.Michigan.University
2001	2.98	Centralmichigan	Central.Michigan.University
2002	3.01	Centralmichigan	Central.Michigan.University
2003	3	Centralmichigan	Central.Michigan.University
2004	2.99	Centralmichigan	Central.Michigan.University
2005	2.96	Centralmichigan	Central.Michigan.University
2006	2.94	Centralmichigan	Central.Michigan.University
1997	2.98	Centralpiedmont	Central.Piedmont
1998	2.77	Centralpiedmont	Central.Piedmont
1999	2.81	Centralpiedmont	Central.Piedmont
2000	2.87	Centralpiedmont	Central.Piedmont
2001	2.86	Centralpiedmont	Central.Piedmont
2002	2.87	Centralpiedmont	Central.Piedmont
2003	2.84	Centralpiedmont	Central.Piedmont
2004	2.81	Centralpiedmont	Central.Piedmont
2005	2.78	Centralpiedmont	Central.Piedmont
2006	2.75	Centralpiedmont	Central.Piedmont
2007	2.71	Centralpiedmont	Central.Piedmont
1987	2.78	Centre	Centre
1988	2.88	Centre	Centre
1989	2.93	Centre	Centre
1990	2.94	Centre	Centre
1991	2.98	Centre	Centre
1992	2.89	Centre	Centre
1993	2.96	Centre	Centre
1994	2.97	Centre	Centre
1995	2.94	Centre	Centre
1996	2.98	Centre	Centre
1997	3.01	Centre	Centre
1998	3.05	Centre	Centre
1999	2.95	Centre	Centre
2000	3.04	Centre	Centre
2001	3.03	Centre	Centre
2002	3.03	Centre	Centre
2003	3.05	Centre	Centre
2004	3.08	Centre	Centre
2005	3.11	Centre	Centre
2006	3.09	Centre	Centre
2007	3.13	Centre	Centre
1965	2.5	chicago	Chicago
1999	3.26	chicago	Chicago
2006	3.35	chicago	Chicago
1995	2.93	Clarion	Clarion
1996	2.96	Clarion	Clarion
1997	2.93	Clarion	Clarion
1998	2.98	Clarion	Clarion
1999	3	Clarion	Clarion
2000	3.03	Clarion	Clarion
2001	2.94	Clarion	Clarion
2002	2.9	Clarion	Clarion
2003	2.92	Clarion	Clarion
2004	2.9	Clarion	Clarion
2005	2.9	Clarion	Clarion
2006	2.82	Clarion	Clarion
2007	2.83	Clarion	Clarion
1989	2.77	Clemson	Clemson
1994	2.86	Clemson	Clemson
1996	2.9	Clemson	Clemson
2000	2.95	Clemson	Clemson
2002	3.06	Clemson	Clemson
1989	2.54	Coastalcarolina	Coastal.Carolina
1994	2.54	Coastalcarolina	Coastal.Carolina
1996	2.62	Coastalcarolina	Coastal.Carolina
2000	2.78	Coastalcarolina	Coastal.Carolina
2002	2.8	Coastalcarolina	Coastal.Carolina
2001	3.13	Collegeofnewjersey	College.of.New.Jersey
2002	3.17	Collegeofnewjersey	College.of.New.Jersey
2003	3.19	Collegeofnewjersey	College.of.New.Jersey
2004	3.2	Collegeofnewjersey	College.of.New.Jersey
2005	3.22	Collegeofnewjersey	College.of.New.Jersey
2006	3.23	Collegeofnewjersey	College.of.New.Jersey
2007	3.22	Collegeofnewjersey	College.of.New.Jersey
1994	2.76	Coloradostate	Colorado.State.University
1995	2.78	Coloradostate	Colorado.State.University
1996	2.79	Coloradostate	Colorado.State.University
1997	2.83	Coloradostate	Colorado.State.University
1998	2.84	Coloradostate	Colorado.State.University
1999	2.83	Coloradostate	Colorado.State.University
2000	2.86	Coloradostate	Colorado.State.University
2001	2.88	Coloradostate	Colorado.State.University
2002	2.83	Coloradostate	Colorado.State.University
2003	2.84	Coloradostate	Colorado.State.University
2004	2.83	Coloradostate	Colorado.State.University
2005	2.83	Coloradostate	Colorado.State.University
2006	2.82	Coloradostate	Colorado.State.University
2007	2.8	Coloradostate	Colorado.State.University
1982	3.2	Columbia	Columbia
2000	3.36	Columbia	Columbia
2005	3.42	Columbia	Columbia
2006	3.42	Columbia	Columbia
2002	3.02	Columbiachicago	Columbia-Chicago
2003	3.03	Columbiachicago	Columbia-Chicago
2004	3.02	Columbiachicago	Columbia-Chicago
2005	3.03	Columbiachicago	Columbia-Chicago
2006	2.95	Columbiachicago	Columbia-Chicago
2007	2.97	Columbiachicago	Columbia-Chicago
2008	3.05	Columbiachicago	Columbia-Chicago
1975	2.38	CCPhiladelphia	Community.College.Philadelphia
1976	2.39	CCPhiladelphia	Community.College.Philadelphia
1977	2.42	CCPhiladelphia	Community.College.Philadelphia
1978	2.45	CCPhiladelphia	Community.College.Philadelphia
1979	2.43	CCPhiladelphia	Community.College.Philadelphia
1980	2.4	CCPhiladelphia	Community.College.Philadelphia
1981	2.48	CCPhiladelphia	Community.College.Philadelphia
1982	2.41	CCPhiladelphia	Community.College.Philadelphia
1983	2.35	CCPhiladelphia	Community.College.Philadelphia
1984	2.34	CCPhiladelphia	Community.College.Philadelphia
1985	2.35	CCPhiladelphia	Community.College.Philadelphia
1986	2.36	CCPhiladelphia	Community.College.Philadelphia
1987	2.41	CCPhiladelphia	Community.College.Philadelphia
1988	2.43	CCPhiladelphia	Community.College.Philadelphia
1989	2.45	CCPhiladelphia	Community.College.Philadelphia
1990	2.39	CCPhiladelphia	Community.College.Philadelphia
1991	2.45	CCPhiladelphia	Community.College.Philadelphia
1992	2.42	CCPhiladelphia	Community.College.Philadelphia
1993	2.42	CCPhiladelphia	Community.College.Philadelphia
1994	2.4	CCPhiladelphia	Community.College.Philadelphia
1995	2.37	CCPhiladelphia	Community.College.Philadelphia
1996	2.36	CCPhiladelphia	Community.College.Philadelphia
1997	2.36	CCPhiladelphia	Community.College.Philadelphia
1998	2.31	CCPhiladelphia	Community.College.Philadelphia
1999	2.34	CCPhiladelphia	Community.College.Philadelphia
2000	2.37	CCPhiladelphia	Community.College.Philadelphia
2001	2.38	CCPhiladelphia	Community.College.Philadelphia
2002	2.43	CCPhiladelphia	Community.College.Philadelphia
2003	2.47	CCPhiladelphia	Community.College.Philadelphia
2004	2.47	CCPhiladelphia	Community.College.Philadelphia
2005	2.5	CCPhiladelphia	Community.College.Philadelphia
2006	2.47	CCPhiladelphia	Community.College.Philadelphia
2007	2.5	CCPhiladelphia	Community.College.Philadelphia
2008	2.56	CCPhiladelphia	Community.College.Philadelphia
1990	3.13	cornell	Cornell
1991	3.13	cornell	Cornell
1992	3.18	cornell	Cornell
1993	3.17	cornell	Cornell
1994	3.17	cornell	Cornell
1995	3.18	cornell	Cornell
1996	3.18	cornell	Cornell
1997	3.2	cornell	Cornell
1998	3.21	cornell	Cornell
1999	3.22	cornell	Cornell
2000	3.25	cornell	Cornell
2001	3.27	cornell	Cornell
2002	3.29	cornell	Cornell
2003	3.31	cornell	Cornell
2004	3.32	cornell	Cornell
2006	3.36	cornell	Cornell
1981	2.99	Csueastbay	CSU-East.Bay
1982	2.97	Csueastbay	CSU-East.Bay
1983	3	Csueastbay	CSU-East.Bay
1984	2.98	Csueastbay	CSU-East.Bay
1985	2.98	Csueastbay	CSU-East.Bay
1986	2.96	Csueastbay	CSU-East.Bay
1987	2.95	Csueastbay	CSU-East.Bay
1988	2.96	Csueastbay	CSU-East.Bay
1989	2.93	Csueastbay	CSU-East.Bay
1990	2.94	Csueastbay	CSU-East.Bay
1991	2.94	Csueastbay	CSU-East.Bay
1992	2.95	Csueastbay	CSU-East.Bay
1993	2.96	Csueastbay	CSU-East.Bay
1994	2.94	Csueastbay	CSU-East.Bay
1995	2.96	Csueastbay	CSU-East.Bay
1996	2.95	Csueastbay	CSU-East.Bay
1997	2.98	Csueastbay	CSU-East.Bay
1998	2.98	Csueastbay	CSU-East.Bay
1999	2.97	Csueastbay	CSU-East.Bay
2000	2.99	Csueastbay	CSU-East.Bay
2004	2.88	Csufresno	CSU-Fresno
2005	2.85	Csufresno	CSU-Fresno
2006	2.84	Csufresno	CSU-Fresno
2007	2.85	Csufresno	CSU-Fresno
1976	2.78	Csufullerton	CSU-Fullerton
1977	2.7	Csufullerton	CSU-Fullerton
1978	2.65	Csufullerton	CSU-Fullerton
1979	2.61	Csufullerton	CSU-Fullerton
1980	2.58	Csufullerton	CSU-Fullerton
1981	2.59	Csufullerton	CSU-Fullerton
1982	2.61	Csufullerton	CSU-Fullerton
1983	2.6	Csufullerton	CSU-Fullerton
1986	2.61	Csufullerton	CSU-Fullerton
1987	2.61	Csufullerton	CSU-Fullerton
1988	2.62	Csufullerton	CSU-Fullerton
1989	2.64	Csufullerton	CSU-Fullerton
1990	2.65	Csufullerton	CSU-Fullerton
1991	2.57	Csufullerton	CSU-Fullerton
1992	2.57	Csufullerton	CSU-Fullerton
1993	2.56	Csufullerton	CSU-Fullerton
1994	2.58	Csufullerton	CSU-Fullerton
1995	2.58	Csufullerton	CSU-Fullerton
1996	2.6	Csufullerton	CSU-Fullerton
1997	2.6	Csufullerton	CSU-Fullerton
1998	2.66	Csufullerton	CSU-Fullerton
1999	2.68	Csufullerton	CSU-Fullerton
2000	2.69	Csufullerton	CSU-Fullerton
2001	2.69	Csufullerton	CSU-Fullerton
2002	2.65	Csufullerton	CSU-Fullerton
2003	2.66	Csufullerton	CSU-Fullerton
2004	2.69	Csufullerton	CSU-Fullerton
2005	2.68	Csufullerton	CSU-Fullerton
1993	2.8	Csusacramento	CSU-Sacramento
1994	2.78	Csusacramento	CSU-Sacramento
1995	2.78	Csusacramento	CSU-Sacramento
1996	2.77	Csusacramento	CSU-Sacramento
1997	2.8	Csusacramento	CSU-Sacramento
1998	2.82	Csusacramento	CSU-Sacramento
1999	2.83	Csusacramento	CSU-Sacramento
2000	2.84	Csusacramento	CSU-Sacramento
2001	2.85	Csusacramento	CSU-Sacramento
2002	2.86	Csusacramento	CSU-Sacramento
2003	2.83	Csusacramento	CSU-Sacramento
2004	2.85	Csusacramento	CSU-Sacramento
2005	2.88	Csusacramento	CSU-Sacramento
2006	2.86	Csusacramento	CSU-Sacramento
1965	2.37	Csusanbernardino	CSU-San.Bernadino
1966	2.44	Csusanbernardino	CSU-San.Bernadino
1967	2.53	Csusanbernardino	CSU-San.Bernadino
1968	2.57	Csusanbernardino	CSU-San.Bernadino
1969	2.6	Csusanbernardino	CSU-San.Bernadino
1970	2.72	Csusanbernardino	CSU-San.Bernadino
1971	2.79	Csusanbernardino	CSU-San.Bernadino
1972	2.79	Csusanbernardino	CSU-San.Bernadino
1973	2.76	Csusanbernardino	CSU-San.Bernadino
1974	2.82	Csusanbernardino	CSU-San.Bernadino
1975	2.73	Csusanbernardino	CSU-San.Bernadino
1976	2.57	Csusanbernardino	CSU-San.Bernadino
1977	2.61	Csusanbernardino	CSU-San.Bernadino
1978	2.7	Csusanbernardino	CSU-San.Bernadino
1979	2.74	Csusanbernardino	CSU-San.Bernadino
1980	2.74	Csusanbernardino	CSU-San.Bernadino
1981	2.78	Csusanbernardino	CSU-San.Bernadino
1982	2.8	Csusanbernardino	CSU-San.Bernadino
1983	2.77	Csusanbernardino	CSU-San.Bernadino
1984	2.78	Csusanbernardino	CSU-San.Bernadino
1985	2.79	Csusanbernardino	CSU-San.Bernadino
1986	2.78	Csusanbernardino	CSU-San.Bernadino
1987	2.8	Csusanbernardino	CSU-San.Bernadino
1988	2.8	Csusanbernardino	CSU-San.Bernadino
1989	2.87	Csusanbernardino	CSU-San.Bernadino
1990	2.86	Csusanbernardino	CSU-San.Bernadino
1991	2.86	Csusanbernardino	CSU-San.Bernadino
1992	2.88	Csusanbernardino	CSU-San.Bernadino
1993	2.87	Csusanbernardino	CSU-San.Bernadino
1994	2.89	Csusanbernardino	CSU-San.Bernadino
1995	2.88	Csusanbernardino	CSU-San.Bernadino
1996	2.89	Csusanbernardino	CSU-San.Bernadino
1997	2.93	Csusanbernardino	CSU-San.Bernadino
1998	2.93	Csusanbernardino	CSU-San.Bernadino
1999	2.96	Csusanbernardino	CSU-San.Bernadino
2000	2.98	Csusanbernardino	CSU-San.Bernadino
2001	3	Csusanbernardino	CSU-San.Bernadino
2002	2.97	Csusanbernardino	CSU-San.Bernadino
2003	2.99	Csusanbernardino	CSU-San.Bernadino
2004	2.98	Csusanbernardino	CSU-San.Bernadino
2005	2.95	Csusanbernardino	CSU-San.Bernadino
2006	2.93	Csusanbernardino	CSU-San.Bernadino
2007	2.92	Csusanbernardino	CSU-San.Bernadino
1980	2.65	Calstatesanjose	CSU-San.Jose
1981	2.7	Calstatesanjose	CSU-San.Jose
1982	2.69	Calstatesanjose	CSU-San.Jose
1983	2.67	Calstatesanjose	CSU-San.Jose
1984	2.68	Calstatesanjose	CSU-San.Jose
1985	2.67	Calstatesanjose	CSU-San.Jose
1986	2.69	Calstatesanjose	CSU-San.Jose
1987	2.69	Calstatesanjose	CSU-San.Jose
1988	2.69	Calstatesanjose	CSU-San.Jose
1989	2.7	Calstatesanjose	CSU-San.Jose
1990	2.7	Calstatesanjose	CSU-San.Jose
1991	2.76	Calstatesanjose	CSU-San.Jose
1992	2.71	Calstatesanjose	CSU-San.Jose
1993	2.72	Calstatesanjose	CSU-San.Jose
1994	2.73	Calstatesanjose	CSU-San.Jose
1995	2.71	Calstatesanjose	CSU-San.Jose
1996	2.69	Calstatesanjose	CSU-San.Jose
1997	2.72	Calstatesanjose	CSU-San.Jose
1998	2.72	Calstatesanjose	CSU-San.Jose
1999	2.76	Calstatesanjose	CSU-San.Jose
2000	2.73	Calstatesanjose	CSU-San.Jose
2001	2.72	Calstatesanjose	CSU-San.Jose
2002	2.72	Calstatesanjose	CSU-San.Jose
2003	2.82	Calstatesanjose	CSU-San.Jose
2004	2.79	Calstatesanjose	CSU-San.Jose
2005	2.79	Calstatesanjose	CSU-San.Jose
2006	2.79	Calstatesanjose	CSU-San.Jose
2007	2.81	Calstatesanjose	CSU-San.Jose
2008	2.85	Calstatesanjose	CSU-San.Jose
1931	2.33	Dartmouth	Dartmouth
1932	2.35	Dartmouth	Dartmouth
1936	2.33	Dartmouth	Dartmouth
1937	2.3	Dartmouth	Dartmouth
1940	2.35	Dartmouth	Dartmouth
1941	2.33	Dartmouth	Dartmouth
1946	2.41	Dartmouth	Dartmouth
1947	2.42	Dartmouth	Dartmouth
1949	2.48	Dartmouth	Dartmouth
1950	2.48	Dartmouth	Dartmouth
1951	2.45	Dartmouth	Dartmouth
1955	2.42	Dartmouth	Dartmouth
1956	2.42	Dartmouth	Dartmouth
1957	2.42	Dartmouth	Dartmouth
1958	2.46	Dartmouth	Dartmouth
1959	2.48	Dartmouth	Dartmouth
1960	2.47	Dartmouth	Dartmouth
1961	2.5	Dartmouth	Dartmouth
1962	2.53	Dartmouth	Dartmouth
1963	2.58	Dartmouth	Dartmouth
1964	2.63	Dartmouth	Dartmouth
1965	2.66	Dartmouth	Dartmouth
1966	2.68	Dartmouth	Dartmouth
1968	2.8	Dartmouth	Dartmouth
1976	3.06	Dartmouth	Dartmouth
1989	3.21	Dartmouth	Dartmouth
1992	3.23	Dartmouth	Dartmouth
1993	3.25	Dartmouth	Dartmouth
1999	3.31	Dartmouth	Dartmouth
2001	3.33	Dartmouth	Dartmouth
2003	3.35	Dartmouth	Dartmouth
2004	3.38	Dartmouth	Dartmouth
2006	3.39	Dartmouth	Dartmouth
2007	3.42	Dartmouth	Dartmouth
2000	2.917	Delaware	Delaware
2001	2.9462	Delaware	Delaware
2002	2.937	Delaware	Delaware
2003	2.946	Delaware	Delaware
2004	2.972	Delaware	Delaware
2005	2.989	Delaware	Delaware
2006	3.02	Delaware	Delaware
2007	3.02	Delaware	Delaware
2008	2.917	Delaware	Delaware
1994	2.96	Depauw	Depauw
1996	3.02	Depauw	Depauw
1998	3.03	Depauw	Depauw
1999	3.05	Depauw	Depauw
2000	3.07	Depauw	Depauw
2001	3.11	Depauw	Depauw
2002	3.15	Depauw	Depauw
2003	3.2	Depauw	Depauw
2004	3.2	Depauw	Depauw
2005	3.24	Depauw	Depauw
2006	3.22	Depauw	Depauw
2007	3.19	Depauw	Depauw
2008	3.16	Depauw	Depauw
